participant_id,sex,age,race,class_year,full_time,sleep_hours,study_hours_week,physical_activity_days,alcohol_drinks_week,food_insecure,breakfast_days_week,fast_food_freq_week,fruit_servings_week,veg_servings_week,milk_servings_week,soda_servings_week,breakfast_quality,diet_quality_overall,pre_test_meal,gpa,biology_test_score
239,female,18,white,junior,1,6.9,22.96,4,3,1,1,3,3,6,10,17,average,average,restaurant,3.25,88.06
240,female,20,white,senior,1,6.73,1.02,0,1,1,1,2,7,2,1,10,average,good,home_made,2.75,85.0
241,female,19,white,junior,1,7.52,10.46,0,4,0,1,0,11,8,11,6,poor,good,fast_food,3.22,78.31
242,male,20,white,freshman,1,5.44,10.63,3,3,0,1,0,1,0,12,6,average,good,home_made,3.96,98.04
243,male,19,other,sophomore,1,6.19,21.89,5,1,1,7,0,1,8,3,14,poor,average,restaurant,4.0,100.0
244,female,19,white,junior,0,8.2,17.88,4,0,0,1,2,0,5,7,8,average,average,fast_food,2.89,98.65
245,male,20,other,sophomore,1,10.66,8.6,0,6,0,4,1,9,7,6,8,average,good,home_made,3.34,73.09
246,female,19,white,senior,0,5.25,22.37,0,0,0,4,2,0,1,3,1,poor,average,fast_food,3.51,85.28
247,female,21,white,sophomore,1,4.3,7.86,2,7,0,2,3,7,4,2,16,good,average,fast_food,3.61,84.1
248,female,18,white,freshman,1,9.2,14.94,1,4,0,1,0,8,0,10,20,good,poor,restaurant,3.55,100.0
249,female,19,white,junior,1,6.56,11.58,5,6,0,7,0,5,11,6,11,average,good,restaurant,3.91,83.41
250,female,19,white,junior,1,6.63,8.82,4,3,0,2,1,13,0,8,19,poor,poor,home_made,3.18,92.75
251,female,20,white,freshman,1,7.46,10.31,0,0,0,2,2,8,4,8,5,poor,good,restaurant,3.39,82.6
252,female,18,white,freshman,1,8.01,10.82,2,1,1,7,1,2,5,2,3,poor,average,fast_food,3.28,90.48
253,female,21,hispanic,freshman,1,5.97,6.37,2,1,0,3,1,8,1,10,3,poor,good,restaurant,4.0,73.84
254,female,18,asian,freshman,1,5.34,9.21,2,1,0,5,3,8,2,10,0,average,average,home_made,2.8,81.73
255,female,19,other,junior,1,5.37,20.6,5,1,0,0,0,13,8,3,8,average,good,fast_food,3.56,82.68
256,male,20,white,junior,1,6.11,8.01,3,1,0,0,0,7,6,9,17,poor,good,home_made,3.25,97.47
257,female,18,white,freshman,1,5.94,12.85,5,8,0,4,0,12,2,5,9,average,average,restaurant,3.48,81.74
258,female,20,hispanic,junior,1,6.49,17.95,2,5,0,5,1,8,0,1,12,average,good,fast_food,3.24,74.09
259,female,21,other,senior,1,6.71,9.99,5,2,0,2,0,11,11,5,17,poor,poor,home_made,3.9,70.75
260,female,20,white,freshman,1,7.44,17.04,0,0,0,2,2,3,7,5,11,good,good,home_made,3.12,100.0
261,female,20,white,senior,1,7.13,17.46,0,1,1,0,5,2,8,5,18,good,poor,fast_food,3.4,85.84
262,female,19,white,freshman,1,5.7,10.55,1,2,0,5,1,2,7,6,7,average,average,fast_food,3.6,73.98
263,female,20,hispanic,senior,1,7.43,18.53,2,5,1,0,5,6,13,7,5,average,good,restaurant,3.09,90.66
264,female,21,hispanic,junior,1,5.63,18.16,2,1,0,3,0,8,4,7,13,poor,good,fast_food,4.0,90.98
265,male,19,hispanic,senior,1,7.9,15.74,4,1,0,5,6,7,8,5,5,average,average,restaurant,2.91,92.96
266,female,19,hispanic,sophomore,1,8.49,17.77,3,5,0,4,3,0,8,13,9,average,poor,restaurant,3.39,96.5
267,female,21,white,freshman,1,9.69,10.85,4,2,0,6,2,0,2,12,6,average,good,restaurant,3.44,100.0
268,female,20,white,sophomore,1,8.07,18.3,2,5,0,1,0,0,0,5,3,average,average,home_made,2.72,91.28
269,female,21,hispanic,senior,1,8.63,23.67,2,2,0,6,3,4,4,5,19,good,poor,restaurant,3.12,100.0
270,female,18,hispanic,sophomore,1,7.97,10.09,1,2,0,7,1,1,6,10,4,poor,average,restaurant,4.0,80.12
271,male,21,white,freshman,1,8.0,16.17,4,3,1,3,0,5,0,9,9,average,poor,restaurant,3.27,97.43
272,female,19,white,freshman,1,7.87,13.5,4,5,0,7,3,0,2,11,15,poor,average,fast_food,3.28,76.06
273,female,18,white,junior,1,6.23,3.18,4,2,0,5,0,7,4,12,18,poor,poor,fast_food,3.8,63.41
274,male,21,black,junior,1,6.27,21.13,0,5,1,3,3,1,2,8,17,average,average,home_made,2.95,93.19
275,female,20,hispanic,sophomore,1,5.37,6.54,3,1,1,3,0,2,2,11,7,good,average,home_made,2.99,78.0
276,female,18,other,sophomore,1,6.31,25.43,4,2,1,1,4,9,9,12,4,good,good,home_made,1.88,97.97
277,female,19,white,freshman,1,7.71,1.34,4,0,0,3,7,4,6,1,7,poor,poor,fast_food,2.42,72.13
278,female,20,white,sophomore,1,9.73,12.78,2,5,0,5,3,8,4,10,11,average,average,home_made,3.64,93.07
279,female,18,white,freshman,0,7.84,20.22,5,0,1,4,3,8,9,13,5,average,average,fast_food,2.89,81.89
280,female,20,other,sophomore,1,7.58,15.1,4,2,0,5,2,5,1,13,14,average,average,home_made,3.46,100.0
281,female,19,white,freshman,1,7.21,12.29,3,3,0,7,0,9,9,3,18,poor,average,restaurant,4.0,89.63
282,female,20,hispanic,sophomore,1,8.43,16.94,1,3,0,2,1,0,2,9,1,poor,poor,home_made,3.82,100.0
283,female,18,other,sophomore,1,7.0,16.06,0,3,0,4,2,11,4,9,5,poor,poor,home_made,3.42,87.04
284,male,22,hispanic,sophomore,1,6.59,4.14,5,4,0,0,1,3,5,4,19,average,poor,restaurant,3.97,80.95
285,female,19,white,freshman,1,6.74,0.0,3,6,0,0,2,7,0,9,3,average,average,fast_food,3.05,80.12
286,female,19,white,junior,1,5.94,14.48,4,0,0,5,3,5,9,1,16,poor,good,fast_food,3.32,84.75
287,female,19,other,junior,1,6.88,11.02,4,3,0,3,2,12,8,1,15,average,average,home_made,3.21,97.06
288,female,20,white,freshman,1,7.54,11.18,3,3,0,2,5,1,0,13,20,average,average,fast_food,2.62,95.68
289,female,19,other,sophomore,1,7.43,16.05,3,1,0,4,1,2,1,4,1,average,average,fast_food,3.55,100.0
290,male,22,white,junior,1,7.16,21.42,2,2,0,4,1,13,7,1,17,poor,poor,fast_food,2.7,81.15
291,female,19,white,sophomore,1,6.51,16.97,5,0,1,4,5,11,12,2,13,average,average,fast_food,2.44,87.01
292,female,22,white,senior,1,6.95,4.89,6,0,1,7,2,7,13,13,4,good,poor,fast_food,3.43,72.02
293,female,19,white,sophomore,1,7.48,13.02,4,3,0,6,2,4,9,1,1,good,good,fast_food,3.34,97.77
294,female,20,white,sophomore,1,6.52,14.48,2,2,0,7,2,4,3,3,0,average,good,restaurant,3.49,84.75
295,female,18,white,junior,1,6.0,11.85,0,2,0,6,4,11,8,4,13,average,poor,home_made,3.07,95.55
296,female,18,white,junior,1,7.3,5.43,5,0,0,1,2,5,9,11,7,average,average,fast_food,3.11,87.07
297,female,20,asian,sophomore,1,8.18,17.23,2,5,0,5,2,1,7,3,9,good,poor,fast_food,4.0,97.01
298,female,18,white,sophomore,1,7.26,8.51,1,3,0,7,0,6,6,13,1,average,average,home_made,3.59,91.52
299,male,22,hispanic,sophomore,1,8.47,9.45,3,0,0,1,2,8,13,12,11,average,poor,fast_food,3.24,82.38
300,male,20,white,senior,1,6.92,14.44,5,0,0,0,1,8,8,9,11,average,poor,home_made,2.67,98.44
301,female,19,white,freshman,1,8.24,17.17,4,0,0,5,0,13,11,10,12,poor,average,fast_food,3.53,92.25
302,female,19,white,junior,1,8.91,9.33,4,2,1,7,0,2,0,11,17,average,average,fast_food,4.0,76.89
303,male,22,white,sophomore,1,6.62,14.13,6,1,0,4,3,10,6,6,19,average,average,home_made,2.45,100.0
304,female,21,hispanic,freshman,1,6.56,12.82,3,0,0,0,0,13,8,7,17,average,average,home_made,3.01,100.0
305,male,18,white,freshman,1,7.18,17.04,3,1,0,6,3,12,9,13,12,average,average,fast_food,3.19,90.74
306,male,19,white,freshman,1,5.38,5.85,4,5,0,0,3,0,9,8,20,average,good,fast_food,3.27,76.61
307,female,21,other,senior,1,5.26,4.14,2,0,0,2,6,4,7,13,13,average,good,home_made,3.27,88.8
308,female,18,other,senior,1,8.26,7.36,4,2,0,0,2,8,13,12,19,good,poor,home_made,3.37,70.49
309,female,20,white,sophomore,1,6.97,11.48,7,1,0,5,1,9,9,10,2,average,average,home_made,4.0,91.38
310,female,18,other,freshman,1,8.4,11.02,3,3,1,6,0,11,3,0,10,good,average,fast_food,3.13,81.41
311,female,19,white,junior,1,5.93,4.54,4,0,0,3,1,2,13,12,0,good,average,restaurant,2.91,89.73
312,female,20,hispanic,sophomore,0,5.39,18.05,1,1,0,4,5,5,9,4,10,poor,average,fast_food,3.74,91.32
313,male,21,other,sophomore,1,8.02,2.16,0,4,0,1,6,4,9,11,15,poor,good,fast_food,1.94,91.73
314,female,19,white,junior,1,7.94,3.49,4,6,0,2,1,12,0,11,11,average,average,fast_food,2.91,69.69
315,female,21,white,freshman,1,5.93,5.51,0,1,0,2,1,9,0,6,4,average,average,home_made,3.16,81.07
316,female,18,white,freshman,1,7.52,16.6,4,0,0,5,1,13,1,6,19,average,average,fast_food,3.98,98.26
317,female,19,white,sophomore,1,7.95,5.63,3,2,0,5,0,13,10,4,11,good,poor,restaurant,4.0,97.93
318,female,20,white,junior,1,7.84,10.91,5,0,0,5,4,10,0,6,11,good,average,home_made,3.63,83.26
319,female,18,other,junior,1,6.91,1.99,0,5,0,3,2,6,8,7,16,poor,poor,home_made,3.36,76.09
320,female,21,white,senior,1,6.75,12.3,4,3,1,2,3,0,11,1,10,average,poor,home_made,2.98,75.83
321,male,20,white,freshman,1,5.72,4.59,5,0,0,5,1,2,0,2,10,average,average,restaurant,2.8,72.27
322,female,18,other,senior,1,7.53,18.79,2,4,0,2,1,13,9,8,17,good,average,home_made,3.41,100.0
323,female,20,white,junior,1,7.53,18.11,2,0,0,1,0,5,6,11,12,average,average,fast_food,4.0,100.0
324,female,18,other,sophomore,1,6.15,22.71,2,0,1,3,1,7,5,3,6,good,average,fast_food,3.77,91.19
325,male,19,white,senior,1,7.34,10.67,4,3,0,1,1,9,5,13,15,average,poor,fast_food,4.0,72.77
326,female,18,white,junior,1,6.08,6.12,7,1,0,0,5,12,6,12,2,average,average,home_made,2.56,85.07
327,female,19,other,sophomore,1,6.59,3.92,3,2,0,4,2,9,13,11,20,average,average,home_made,3.61,72.19
328,female,18,other,junior,1,8.92,23.29,4,7,0,4,1,2,7,7,20,average,good,home_made,3.25,100.0
329,male,20,white,freshman,1,6.19,15.9,2,2,0,1,4,13,1,12,10,poor,average,restaurant,4.0,93.81
330,female,22,white,junior,1,6.78,5.96,1,3,1,7,0,13,12,3,16,good,good,home_made,3.81,87.32
331,female,19,hispanic,senior,1,7.52,9.66,3,0,0,3,0,5,13,0,5,average,average,fast_food,3.77,94.22
332,female,18,white,sophomore,0,6.13,14.09,2,2,1,4,4,12,0,3,7,poor,poor,fast_food,3.63,96.75
333,female,19,white,freshman,1,7.91,9.44,2,6,1,1,3,6,0,0,13,good,good,home_made,3.45,74.96
334,female,20,white,junior,1,5.37,20.35,1,1,1,5,0,2,8,6,11,average,average,home_made,4.0,90.25
335,female,20,other,junior,1,6.6,20.28,4,2,0,5,2,0,2,1,7,average,good,restaurant,3.49,91.46
336,female,20,white,senior,1,7.73,2.01,4,1,0,3,2,13,0,1,19,average,good,home_made,3.06,77.39
337,female,22,white,senior,1,8.3,21.03,2,0,0,6,0,7,0,10,9,average,average,fast_food,3.86,80.59
338,female,19,white,sophomore,1,8.66,16.53,7,2,0,4,0,8,5,5,11,good,average,fast_food,3.47,90.36
339,female,19,white,senior,1,7.48,6.54,1,6,0,3,3,7,13,6,14,poor,good,fast_food,3.89,88.44
340,female,20,white,junior,1,7.43,10.2,0,1,1,3,0,12,0,0,7,average,average,home_made,3.15,87.8
341,male,20,other,junior,1,8.34,3.2,2,4,0,7,1,8,7,1,17,average,average,restaurant,3.18,81.6
342,female,19,white,freshman,1,7.47,11.61,2,3,0,4,7,9,8,0,11,poor,average,restaurant,3.32,88.51
343,female,19,white,freshman,1,8.65,6.62,1,6,0,2,3,7,13,11,6,average,good,restaurant,3.14,88.98
344,female,19,other,sophomore,1,6.4,8.45,6,0,0,0,0,12,11,10,1,poor,average,restaurant,3.19,79.7
345,female,21,white,freshman,1,5.8,9.31,4,0,0,4,0,4,10,3,20,poor,good,home_made,4.0,84.17
346,female,18,white,junior,1,6.41,7.57,4,6,1,2,7,5,13,0,8,good,average,fast_food,2.16,75.7
347,female,20,white,freshman,1,7.83,15.81,0,4,0,7,2,11,12,4,18,average,good,restaurant,3.22,85.21
348,female,21,white,sophomore,1,5.99,1.22,6,2,0,1,2,12,1,4,18,average,poor,fast_food,2.33,70.7
349,male,20,white,freshman,1,6.72,16.44,0,2,0,6,0,3,10,9,6,average,good,restaurant,3.91,91.93
350,female,18,white,junior,1,7.16,12.66,4,3,1,6,3,13,4,0,3,average,good,fast_food,3.89,84.04
351,female,19,white,junior,1,6.13,8.67,1,2,1,0,4,9,13,11,18,average,average,restaurant,2.46,93.84
352,female,21,white,sophomore,1,5.58,4.03,4,5,0,2,5,2,10,12,18,good,average,restaurant,2.85,81.86
353,female,20,white,freshman,1,5.54,0.0,3,2,0,0,3,12,8,4,15,poor,average,home_made,2.4,78.0
354,female,18,white,freshman,1,7.18,19.86,5,0,0,0,2,9,8,0,7,average,good,fast_food,3.03,88.17
355,female,23,white,junior,1,6.34,2.58,2,3,0,4,1,7,1,8,8,poor,poor,restaurant,2.48,88.08
356,female,21,white,sophomore,1,7.14,15.22,2,4,1,3,2,4,7,4,18,good,good,fast_food,3.3,91.95
357,female,20,white,freshman,1,6.34,5.82,2,0,1,7,0,8,8,10,7,average,average,home_made,3.63,87.95
358,female,23,hispanic,sophomore,1,7.25,13.45,1,0,0,0,6,10,11,10,13,good,average,restaurant,2.56,73.57
359,male,19,white,freshman,1,6.91,2.91,5,0,0,0,4,8,8,11,20,average,good,restaurant,2.81,78.02
360,female,18,white,freshman,1,7.71,14.57,3,2,1,4,0,2,5,8,7,good,average,home_made,3.66,84.71
361,female,19,hispanic,freshman,1,8.72,4.3,4,1,1,6,1,10,12,6,9,average,good,fast_food,2.97,87.12
362,male,20,white,sophomore,1,5.99,16.32,5,7,0,5,2,8,5,5,2,good,average,fast_food,3.31,79.94
363,female,18,other,junior,1,5.68,14.08,0,2,1,7,1,6,3,1,8,poor,average,home_made,3.69,83.52
364,female,21,other,senior,1,7.88,0.0,4,0,1,1,0,4,11,9,12,average,average,restaurant,2.22,72.83
365,male,21,white,junior,1,7.38,5.27,2,0,0,2,0,12,4,12,11,good,average,home_made,3.58,100.0
366,female,18,hispanic,sophomore,0,9.26,27.82,2,2,0,4,3,13,11,2,20,average,poor,restaurant,3.55,100.0
367,female,19,black,freshman,1,5.5,16.56,3,3,0,7,0,1,5,9,9,poor,good,home_made,4.0,86.6
368,male,18,white,junior,1,5.51,20.72,1,4,0,1,0,6,1,6,9,average,average,fast_food,3.64,81.95
369,male,18,white,freshman,1,8.21,8.63,0,4,0,2,2,5,12,3,7,average,good,fast_food,3.55,94.24
370,female,20,other,freshman,1,6.98,4.01,3,2,0,7,1,13,5,6,15,average,average,restaurant,3.3,76.6
371,male,20,white,sophomore,1,7.23,3.73,3,1,0,2,3,3,6,10,5,good,average,home_made,3.67,82.06
372,female,19,white,junior,1,6.23,9.5,5,4,0,7,0,9,3,12,10,poor,average,home_made,3.02,80.96
373,female,20,white,junior,1,6.41,7.48,2,1,0,2,0,8,2,6,7,good,average,restaurant,4.0,100.0
374,female,19,white,sophomore,1,7.41,12.76,1,5,0,5,4,2,7,10,17,poor,average,home_made,3.17,92.32
375,female,19,black,freshman,1,7.42,4.4,3,4,0,4,2,13,5,1,7,good,average,restaurant,2.21,84.33
376,female,19,hispanic,junior,1,7.14,14.53,1,0,0,3,0,0,13,3,20,poor,average,restaurant,3.79,90.42
377,female,19,white,freshman,1,8.24,2.51,5,0,1,4,3,9,9,9,9,average,average,fast_food,3.44,67.46
378,male,20,white,sophomore,0,6.41,5.9,3,3,0,3,2,6,4,2,16,average,good,home_made,3.43,84.23
379,female,20,hispanic,junior,1,7.24,14.32,4,4,0,2,7,13,11,5,15,average,poor,restaurant,2.71,91.38
380,female,19,white,sophomore,1,7.56,19.39,2,2,1,5,0,1,0,3,11,average,good,home_made,3.87,95.5
381,female,19,hispanic,sophomore,1,6.55,19.28,3,1,0,4,0,12,11,9,1,poor,average,home_made,3.79,98.45
382,female,19,black,sophomore,1,5.33,13.12,3,3,0,7,3,4,2,12,8,average,average,fast_food,3.53,81.83
383,female,19,white,senior,1,8.16,15.32,3,1,0,1,0,0,4,3,10,poor,good,restaurant,3.35,79.5
384,female,21,white,freshman,1,9.29,2.97,4,0,0,2,0,1,8,2,3,average,average,home_made,3.9,71.9
385,female,19,other,freshman,1,9.98,17.01,3,3,0,3,4,2,2,11,15,average,average,home_made,3.46,97.52
386,male,19,hispanic,sophomore,1,7.44,15.05,3,3,0,5,3,3,3,0,1,average,good,home_made,3.19,87.79
387,female,18,white,junior,1,6.36,10.04,3,1,0,2,3,8,8,4,13,average,average,home_made,2.96,84.18
388,female,21,hispanic,senior,1,7.85,17.49,1,5,0,5,1,7,13,2,3,poor,good,restaurant,3.86,87.98
389,female,21,hispanic,sophomore,1,8.69,13.56,5,0,1,3,4,3,6,5,20,poor,poor,home_made,3.17,90.6
390,female,20,hispanic,sophomore,1,6.93,11.97,2,2,0,3,0,11,10,11,17,good,good,home_made,3.36,100.0
391,female,22,white,sophomore,1,7.41,10.61,3,2,0,3,0,11,5,9,13,average,poor,fast_food,3.95,74.54
392,female,18,other,sophomore,1,6.19,11.11,4,0,0,0,0,8,10,5,7,average,good,fast_food,2.98,82.02
393,male,19,white,freshman,1,8.2,13.32,5,1,1,5,0,2,10,12,4,good,average,restaurant,3.29,97.87
394,female,21,hispanic,freshman,1,6.98,0.0,3,3,0,3,2,5,12,9,12,average,average,fast_food,3.33,94.96
395,female,18,white,sophomore,1,5.83,15.6,5,2,0,6,1,6,2,8,6,good,average,fast_food,3.69,85.75
396,male,19,other,freshman,1,7.86,19.33,2,2,0,4,1,11,2,7,4,average,average,home_made,3.55,100.0
397,female,20,other,sophomore,1,7.27,4.29,3,2,0,3,0,8,13,8,14,poor,good,fast_food,3.83,73.06
398,male,19,other,sophomore,1,8.19,4.92,3,0,0,7,2,1,7,1,5,good,poor,restaurant,3.45,78.43
399,female,20,white,freshman,1,6.75,11.35,5,3,0,4,0,8,13,3,9,poor,good,restaurant,2.91,89.18
400,male,21,white,freshman,1,7.52,20.2,5,3,0,3,2,12,0,13,3,good,average,fast_food,3.42,85.73
401,male,21,white,freshman,1,7.05,11.16,5,0,1,0,0,7,13,8,5,average,average,restaurant,3.04,93.63
402,female,18,hispanic,sophomore,1,6.31,8.58,3,0,1,7,1,13,0,0,20,average,average,home_made,4.0,83.77
403,male,18,white,freshman,1,5.98,6.46,0,4,0,6,1,3,2,2,16,poor,good,restaurant,3.79,72.11
404,male,20,other,sophomore,1,7.14,26.71,0,0,0,7,3,0,5,13,5,average,average,fast_food,3.86,99.83
405,male,18,white,freshman,1,6.48,19.94,1,6,0,3,0,1,6,12,17,average,good,fast_food,3.22,95.64
406,female,22,white,sophomore,1,6.4,9.25,3,4,0,3,3,5,11,0,11,poor,average,fast_food,3.39,77.77
407,female,19,hispanic,junior,1,7.59,25.31,0,0,0,4,5,6,6,0,17,average,average,home_made,3.34,100.0
408,female,20,other,senior,1,5.4,13.67,3,3,0,1,5,6,5,11,0,average,poor,restaurant,2.94,82.56
409,male,19,hispanic,sophomore,1,7.63,2.58,6,3,0,0,1,0,12,1,11,poor,average,home_made,3.25,83.39
410,female,19,white,junior,1,6.44,5.95,1,0,0,7,4,0,2,4,20,poor,good,home_made,3.59,85.44
411,female,19,white,freshman,1,9.74,11.74,1,4,0,2,4,2,0,5,18,average,good,home_made,3.05,98.01
412,female,22,black,junior,1,8.22,1.52,3,0,0,6,2,7,10,5,11,poor,good,restaurant,3.07,66.65
413,female,20,white,freshman,1,7.95,3.65,2,0,0,7,0,7,9,4,14,average,good,fast_food,4.0,66.87
414,male,18,other,junior,0,7.07,10.7,3,6,0,3,1,0,6,1,1,average,good,fast_food,3.56,78.51
415,male,19,white,freshman,1,6.09,13.99,5,2,0,1,0,7,10,9,10,average,good,restaurant,2.89,91.36
416,female,20,white,freshman,1,6.88,9.92,1,3,0,1,1,4,11,3,6,good,average,home_made,3.2,88.68
417,female,20,white,sophomore,1,7.37,20.06,5,1,0,6,0,13,4,13,19,average,average,home_made,3.45,86.05
418,female,21,white,freshman,1,8.08,8.79,5,2,0,3,1,2,3,1,4,average,average,fast_food,3.73,86.91
419,female,20,hispanic,senior,1,7.22,10.43,3,4,1,1,2,8,0,10,17,good,average,fast_food,2.74,78.78
420,female,19,asian,junior,1,6.65,10.9,5,0,0,3,0,6,4,4,12,good,average,fast_food,3.58,92.15
421,female,19,white,freshman,1,6.54,5.6,0,5,0,4,0,10,5,9,20,poor,poor,restaurant,3.22,75.33
422,female,20,other,sophomore,1,7.06,14.09,3,7,0,5,0,7,9,2,8,average,good,fast_food,4.0,86.4
423,female,20,white,senior,1,5.93,10.0,0,1,0,0,1,4,11,11,5,good,average,restaurant,3.35,83.37
424,female,19,other,senior,1,6.72,17.93,2,3,0,7,2,0,3,2,11,good,poor,fast_food,4.0,78.45
425,female,19,white,senior,1,8.37,3.31,2,5,0,3,0,10,7,6,14,good,poor,restaurant,3.27,83.05
426,female,20,white,sophomore,1,6.6,9.09,4,5,0,2,1,2,11,8,15,average,poor,restaurant,3.34,79.89
427,female,20,hispanic,freshman,1,7.66,1.88,4,1,0,5,5,12,11,12,0,poor,average,home_made,3.65,71.74
428,female,19,white,sophomore,1,6.27,3.9,2,4,0,0,2,0,9,0,10,poor,average,fast_food,2.76,92.43
429,female,21,white,freshman,1,9.11,9.28,4,0,0,1,4,13,3,5,15,good,average,restaurant,3.01,96.82
430,male,19,white,sophomore,1,6.59,6.57,3,5,1,6,4,12,6,7,2,good,average,restaurant,4.0,81.35
431,female,20,other,junior,1,6.78,17.86,4,0,0,4,4,6,0,12,10,poor,good,home_made,3.19,100.0
432,female,21,white,junior,1,6.39,19.73,3,2,1,0,0,5,9,3,19,average,poor,fast_food,2.45,91.46
433,female,20,hispanic,freshman,1,5.72,7.42,3,7,0,3,2,1,6,7,19,poor,poor,restaurant,2.91,82.88
434,female,19,white,junior,1,9.02,10.86,7,4,0,0,3,5,8,5,8,good,average,home_made,2.7,83.81
435,male,18,white,freshman,1,5.52,12.28,2,6,1,6,0,8,3,4,10,average,poor,fast_food,3.76,89.15
436,female,19,white,junior,1,8.79,12.55,3,0,0,2,1,6,5,5,12,average,average,fast_food,3.3,78.29
437,female,19,white,senior,1,6.59,9.88,0,0,0,7,0,1,10,13,16,average,average,fast_food,3.12,74.37
438,female,21,white,freshman,1,7.0,21.44,3,1,0,2,0,6,0,11,16,average,average,restaurant,2.47,100.0
439,female,19,white,junior,1,8.59,9.35,0,2,0,3,1,13,12,5,15,average,average,home_made,4.0,88.05
440,female,19,hispanic,junior,1,7.25,15.53,7,8,0,4,3,3,8,2,13,average,good,restaurant,3.33,91.33
441,female,21,other,freshman,1,5.27,8.07,5,1,0,0,0,9,1,13,17,average,average,fast_food,3.54,79.94
442,female,19,other,junior,1,7.16,13.82,0,3,0,1,1,5,8,1,19,good,average,fast_food,3.25,84.49
443,female,20,hispanic,freshman,1,7.68,17.59,4,5,0,0,0,10,3,0,0,good,average,fast_food,4.0,96.72
444,female,19,hispanic,freshman,1,6.06,10.76,4,0,0,5,0,10,4,12,5,average,poor,home_made,3.82,78.3
445,male,20,white,senior,1,6.16,19.13,1,1,0,4,1,0,0,3,10,poor,average,restaurant,3.67,96.31
446,female,19,other,senior,1,6.24,10.29,4,0,0,6,3,0,7,8,19,poor,average,home_made,3.76,85.7
447,female,21,white,senior,1,5.78,13.07,2,0,0,1,0,3,1,4,13,average,average,home_made,3.4,100.0
448,female,20,white,junior,1,5.96,12.6,1,1,0,6,1,5,7,4,12,good,average,home_made,3.89,90.38
449,female,18,hispanic,sophomore,1,8.15,18.37,2,6,0,1,2,10,3,12,18,poor,average,restaurant,3.58,97.32
450,female,19,white,junior,1,6.3,5.74,6,1,0,6,0,4,13,1,16,poor,poor,home_made,3.09,80.5
451,female,18,white,sophomore,1,8.96,7.03,3,1,0,2,3,2,11,5,20,average,poor,home_made,3.03,93.53
452,male,20,white,junior,1,7.13,6.56,5,0,0,3,1,1,0,4,14,good,average,home_made,2.71,88.12
453,male,21,black,senior,1,7.64,7.49,4,2,1,6,6,9,10,3,6,average,average,home_made,2.91,69.43
454,female,20,white,sophomore,1,6.09,7.26,2,4,1,4,2,5,12,9,8,average,good,fast_food,2.97,82.49
455,female,19,white,junior,1,5.91,4.57,0,3,0,6,1,11,7,9,4,good,poor,restaurant,3.96,74.62
456,female,18,other,junior,1,5.8,9.67,2,0,0,1,3,13,13,12,13,poor,good,restaurant,4.0,76.42
457,female,20,white,sophomore,1,6.48,16.76,2,8,0,2,0,12,7,4,4,average,average,home_made,3.05,100.0
458,female,19,hispanic,junior,1,8.32,13.61,2,0,0,2,1,11,12,5,16,good,average,home_made,3.55,100.0
459,female,21,white,junior,1,7.55,22.97,1,2,0,2,2,2,6,5,10,average,poor,fast_food,4.0,98.09
460,female,19,white,junior,1,8.42,7.19,1,4,0,2,1,3,12,4,18,poor,average,fast_food,3.35,88.58
461,male,20,white,sophomore,1,7.14,3.82,1,0,0,0,0,10,5,11,7,poor,poor,fast_food,3.45,76.31
462,female,19,hispanic,sophomore,1,6.15,6.41,3,1,0,7,3,7,10,2,14,average,average,home_made,3.39,93.69
463,female,21,white,junior,1,7.54,8.06,5,0,0,7,2,6,12,3,11,poor,average,fast_food,3.1,84.47
464,female,18,white,junior,1,7.49,10.68,3,1,0,3,1,10,4,11,14,average,average,home_made,2.98,76.11
465,female,19,white,freshman,1,6.83,12.24,3,3,0,2,0,8,2,11,0,poor,average,restaurant,2.49,73.71
466,female,20,asian,sophomore,1,7.05,7.58,2,6,0,4,2,10,13,12,19,average,average,restaurant,3.08,79.56
467,female,22,hispanic,sophomore,1,8.0,25.65,4,6,0,5,0,8,11,2,6,poor,average,restaurant,3.31,87.57
468,female,18,white,sophomore,1,9.54,19.7,4,4,0,3,0,10,7,13,3,average,good,restaurant,3.93,87.64
469,female,18,white,junior,1,5.47,10.56,2,2,0,0,0,3,11,12,10,poor,average,home_made,3.48,98.61
470,female,20,white,sophomore,1,7.24,6.57,3,3,0,6,0,0,1,7,10,poor,average,home_made,3.68,81.29
471,male,22,white,freshman,1,5.0,8.53,5,8,1,4,3,2,13,10,16,average,good,fast_food,2.81,78.51
472,female,21,white,freshman,1,7.78,17.09,3,2,0,0,3,0,3,12,10,good,average,home_made,4.0,96.0
473,female,21,white,sophomore,1,9.03,13.66,3,1,0,6,4,13,7,10,12,average,average,restaurant,4.0,96.92
474,female,18,white,freshman,0,6.49,5.54,4,2,1,0,1,5,9,10,18,average,good,restaurant,3.19,79.75
475,female,20,white,sophomore,1,7.41,7.77,4,3,0,0,3,13,8,2,2,average,good,home_made,2.32,65.06
476,female,20,hispanic,junior,1,7.24,5.61,3,2,1,5,0,0,6,6,10,average,good,fast_food,3.09,87.02
477,female,20,white,junior,1,5.93,14.98,2,4,0,0,1,12,4,9,18,average,average,home_made,3.61,81.1
478,male,20,white,sophomore,1,6.5,21.55,3,2,0,6,0,0,3,9,9,average,poor,home_made,3.93,95.01
